20180628,TX,201807,150000,10501,360
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10501,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10501,2
20180628,TX,201807,150000,10501,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,8
20180628,TX,201807,150000,10501,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,4
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10500,14
20180628,TX,201807,150000,10500,4
20180628,TX,201807,150000,10500,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10501,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10501,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10498,2
20180628,TX,201807,150000,10498,2
20180628,TX,201807,150000,10498,2
20180628,TX,201807,150000,10498,4
20180628,TX,201807,150000,10498,2
20180628,TX,201807,150000,10498,2
20180628,TX,201807,150000,10498,6
20180628,TX,201807,150000,10498,2
20180628,TX,201807,150000,10498,2
20180628,TX,201807,150000,10498,12
20180628,TX,201807,150000,10497,4
20180628,TX,201807,150000,10497,4
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10496,2
20180628,TX,201807,150000,10496,2
20180628,TX,201807,150000,10496,2
20180628,TX,201807,150000,10496,2
20180628,TX,201807,150000,10496,2
20180628,TX,201807,150000,10495,6
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10495,10
20180628,TX,201807,150000,10501,2
20180628,TX,201807,150000,10496,6
20180628,TX,201807,150000,10496,6
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10495,8
20180628,TX,201807,150000,10495,10
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10495,4
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10496,4
20180628,TX,201807,150000,10496,4
20180628,TX,201807,150000,10496,4
20180628,TX,201807,150000,10495,6
20180628,TX,201807,150000,10495,2
20180628,TX,201807,150000,10495,4
20180628,TX,201807,150000,10497,2
20180628,TX,201807,150000,10499,2
20180628,TX,201807,150000,10496,2
20180628,TX,201807,150001,10497,2
20180628,TX,201807,150001,10497,2
20180628,TX,201807,150001,10497,2
20180628,TX,201807,150001,10496,2
20180628,TX,201807,150001,10495,2
20180628,TX,201807,150001,10497,2
20180628,TX,201807,150001,10499,4
20180628,TX,201807,150001,10495,2
20180628,TX,201807,150001,10494,2
20180628,TX,201807,150001,10494,2
20180628,TX,201807,150001,10494,2
20180628,TX,201807,150001,10494,2
20180628,TX,201807,150001,10494,18
20180628,TX,201807,150001,10495,2
20180628,TX,201807,150001,10495,4
20180628,TX,201807,150001,10496,2
20180628,TX,201807,150001,10493,2
20180628,TX,201807,150001,10493,4
20180628,TX,201807,150001,10495,2
20180628,TX,201807,150001,10496,4
20180628,TX,201807,150001,10495,2
20180628,TX,201807,150001,10497,4
20180628,TX,201807,150002,10497,2
20180628,TX,201807,150002,10497,2
20180628,TX,201807,150002,10497,4
20180628,TX,201807,150002,10497,2
20180628,TX,201807,150002,10499,2
20180628,TX,201807,150003,10499,2
20180628,TX,201807,150003,10497,2
20180628,TX,201807,150003,10497,2
20180628,TX,201807,150003,10499,2
20180628,TX,201807,150003,10499,2
20180628,TX,201807,150003,10497,2
20180628,TX,201807,150003,10497,2
20180628,TX,201807,150003,10498,4
20180628,TX,201807,150003,10497,2
20180628,TX,201807,150003,10497,4
20180628,TX,201807,150004,10498,2
20180628,TX,201807,150004,10498,2
20180628,TX,201807,150004,10499,10
20180628,TX,201807,150004,10500,12
20180628,TX,201807,150004,10501,2
20180628,TX,201807,150004,10501,2
20180628,TX,201807,150005,10500,10
20180628,TX,201807,150005,10499,2
20180628,TX,201807,150005,10499,2
20180628,TX,201807,150006,10500,2
20180628,TX,201807,150006,10501,4
20180628,TX,201807,150007,10500,4
20180628,TX,201807,150007,10500,2
20180628,TX,201807,150007,10499,2
20180628,TX,201807,150008,10500,10
20180628,TX,201807,150008,10501,10
20180628,TX,201807,150008,10500,2
20180628,TX,201807,150008,10499,2
20180628,TX,201807,150008,10499,4
20180628,TX,201807,150008,10499,4
20180628,TX,201807,150008,10498,2
20180628,TX,201807,150008,10498,4
20180628,TX,201807,150009,10500,2
20180628,TX,201807,150009,10498,2
20180628,TX,201807,150009,10500,2
20180628,TX,201807,150009,10500,2
20180628,TX,201807,150009,10500,2
20180628,TX,201807,150010,10499,2
20180628,TX,201807,150010,10498,2
20180628,TX,201807,150010,10499,2
20180628,TX,201807,150011,10498,2
20180628,TX,201807,150011,10497,2
20180628,TX,201807,150012,10499,2
20180628,TX,201807,150013,10498,2
20180628,TX,201807,150013,10499,2
20180628,TX,201807,150013,10499,2
20180628,TX,201807,150013,10499,2
20180628,TX,201807,150013,10499,2
20180628,TX,201807,150013,10499,2
20180628,TX,201807,150013,10499,2
20180628,TX,201807,150014,10498,2
20180628,TX,201807,150014,10499,2
20180628,TX,201807,150014,10500,2
20180628,TX,201807,150014,10500,2
20180628,TX,201807,150014,10500,2
20180628,TX,201807,150014,10500,2
20180628,TX,201807,150016,10500,2
20180628,TX,201807,150016,10500,2
20180628,TX,201807,150017,10498,2
20180628,TX,201807,150017,10499,2
20180628,TX,201807,150018,10499,2
20180628,TX,201807,150018,10499,2
20180628,TX,201807,150018,10500,10
20180628,TX,201807,150019,10498,2
20180628,TX,201807,150019,10499,2
20180628,TX,201807,150019,10499,2
20180628,TX,201807,150020,10500,2
20180628,TX,201807,150020,10500,2
20180628,TX,201807,150022,10500,2
20180628,TX,201807,150022,10500,2
20180628,TX,201807,150022,10499,2
20180628,TX,201807,150022,10499,2
20180628,TX,201807,150022,10498,4
20180628,TX,201807,150022,10498,2
20180628,TX,201807,150022,10498,10
20180628,TX,201807,150022,10498,4
20180628,TX,201807,150022,10498,2
20180628,TX,201807,150022,10498,4
20180628,TX,201807,150022,10499,4
20180628,TX,201807,150023,10499,4
20180628,TX,201807,150023,10498,2
20180628,TX,201807,150023,10498,2
20180628,TX,201807,150024,10498,2
20180628,TX,201807,150024,10497,6
20180628,TX,201807,150026,10499,2
20180628,TX,201807,150027,10499,2
20180628,TX,201807,150027,10499,2
20180628,TX,201807,150028,10499,4
20180628,TX,201807,150029,10499,8
20180628,TX,201807,150030,10498,2
20180628,TX,201807,150030,10498,2
20180628,TX,201807,150031,10498,2
20180628,TX,201807,150031,10498,2
20180628,TX,201807,150031,10498,2
20180628,TX,201807,150031,10498,2
20180628,TX,201807,150031,10498,2
20180628,TX,201807,150031,10498,2
20180628,TX,201807,150031,10498,2
20180628,TX,201807,150032,10498,2
20180628,TX,201807,150032,10498,2
20180628,TX,201807,150032,10498,2
20180628,TX,201807,150034,10498,2
20180628,TX,201807,150034,10497,2
20180628,TX,201807,150035,10498,4
20180628,TX,201807,150035,10498,6
20180628,TX,201807,150035,10499,12
20180628,TX,201807,150036,10497,4
20180628,TX,201807,150036,10497,2
20180628,TX,201807,150036,10497,2
20180628,TX,201807,150036,10497,2
20180628,TX,201807,150036,10497,2
20180628,TX,201807,150036,10497,2
20180628,TX,201807,150036,10497,28
20180628,TX,201807,150038,10498,2
20180628,TX,201807,150038,10497,2
20180628,TX,201807,150039,10497,2
20180628,TX,201807,150040,10498,2
20180628,TX,201807,150040,10497,2
20180628,TX,201807,150041,10498,2
20180628,TX,201807,150041,10497,6
20180628,TX,201807,150041,10497,2
20180628,TX,201807,150041,10497,6
20180628,TX,201807,150042,10498,2
20180628,TX,201807,150043,10497,2
20180628,TX,201807,150043,10497,2
20180628,TX,201807,150047,10497,2
20180628,TX,201807,150049,10498,20
20180628,TX,201807,150049,10498,2
20180628,TX,201807,150049,10497,4
20180628,TX,201807,150049,10497,2
20180628,TX,201807,150049,10497,2
20180628,TX,201807,150049,10497,6
20180628,TX,201807,150050,10498,8
20180628,TX,201807,150050,10498,2
20180628,TX,201807,150051,10498,2
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150053,10497,8
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150053,10497,2
20180628,TX,201807,150054,10496,2
20180628,TX,201807,150054,10498,2
20180628,TX,201807,150054,10498,10
20180628,TX,201807,150054,10497,2
20180628,TX,201807,150055,10496,4
20180628,TX,201807,150055,10497,2
20180628,TX,201807,150056,10496,2
20180628,TX,201807,150056,10496,2
20180628,TX,201807,150059,10498,2
20180628,TX,201807,150059,10497,2
20180628,TX,201807,150059,10496,2
20180628,TX,201807,150059,10496,2
20180628,TX,201807,150059,10496,6
20180628,TX,201807,150059,10496,2
20180628,TX,201807,150100,10496,2
20180628,TX,201807,150100,10496,2
20180628,TX,201807,150100,10498,2
20180628,TX,201807,150100,10498,4
20180628,TX,201807,150100,10498,2
20180628,TX,201807,150102,10498,2
20180628,TX,201807,150103,10498,24
20180628,TX,201807,150104,10497,2
20180628,TX,201807,150104,10498,2
20180628,TX,201807,150105,10497,2
20180628,TX,201807,150106,10499,2
20180628,TX,201807,150107,10498,2
20180628,TX,201807,150109,10498,2
20180628,TX,201807,150109,10498,2
20180628,TX,201807,150110,10498,2
20180628,TX,201807,150110,10498,2
20180628,TX,201807,150111,10498,2
20180628,TX,201807,150111,10498,2
20180628,TX,201807,150115,10498,18
20180628,TX,201807,150116,10498,2
20180628,TX,201807,150116,10498,2
20180628,TX,201807,150116,10498,2
20180628,TX,201807,150116,10499,2
20180628,TX,201807,150116,10499,2
20180628,TX,201807,150116,10499,4
20180628,TX,201807,150118,10497,6
20180628,TX,201807,150118,10497,6
20180628,TX,201807,150118,10497,4
20180628,TX,201807,150118,10497,8
20180628,TX,201807,150118,10497,2
20180628,TX,201807,150118,10497,2
20180628,TX,201807,150118,10497,2
20180628,TX,201807,150118,10497,4
20180628,TX,201807,150118,10497,2
20180628,TX,201807,150118,10497,2
20180628,TX,201807,150119,10498,2
20180628,TX,201807,150119,10498,2
20180628,TX,201807,150119,10498,24
20180628,TX,201807,150120,10497,2
20180628,TX,201807,150121,10498,2
20180628,TX,201807,150122,10498,4
20180628,TX,201807,150122,10498,4
20180628,TX,201807,150123,10497,2
20180628,TX,201807,150126,10498,2
20180628,TX,201807,150127,10498,4
20180628,TX,201807,150127,10498,8
20180628,TX,201807,150127,10498,6
20180628,TX,201807,150127,10498,2
20180628,TX,201807,150127,10498,4
20180628,TX,201807,150127,10498,18
20180628,TX,201807,150127,10499,2
20180628,TX,201807,150127,10499,28
20180628,TX,201807,150127,10499,22
20180628,TX,201807,150127,10499,12
20180628,TX,201807,150127,10499,4
20180628,TX,201807,150127,10499,4
20180628,TX,201807,150127,10499,2
20180628,TX,201807,150127,10499,2
20180628,TX,201807,150127,10500,2
20180628,TX,201807,150127,10500,44
20180628,TX,201807,150127,10500,2
20180628,TX,201807,150128,10500,8
20180628,TX,201807,150128,10500,26
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,4
20180628,TX,201807,150128,10501,4
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,4
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,4
20180628,TX,201807,150128,10501,4
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,2
20180628,TX,201807,150128,10501,6
20180628,TX,201807,150129,10502,2
20180628,TX,201807,150129,10501,4
20180628,TX,201807,150129,10500,4
20180628,TX,201807,150130,10500,2
20180628,TX,201807,150132,10501,2
20180628,TX,201807,150132,10501,6
20180628,TX,201807,150132,10502,4
20180628,TX,201807,150134,10501,2
20180628,TX,201807,150134,10501,22
20180628,TX,201807,150134,10502,4
20180628,TX,201807,150134,10501,2
20180628,TX,201807,150135,10502,8
20180628,TX,201807,150135,10502,4
20180628,TX,201807,150135,10502,2
20180628,TX,201807,150135,10502,2
20180628,TX,201807,150135,10502,4
20180628,TX,201807,150135,10503,2
20180628,TX,201807,150136,10503,2
20180628,TX,201807,150136,10503,2
20180628,TX,201807,150137,10503,2
20180628,TX,201807,150137,10502,2
20180628,TX,201807,150138,10503,2
20180628,TX,201807,150138,10503,4
20180628,TX,201807,150138,10503,2
20180628,TX,201807,150138,10503,2
20180628,TX,201807,150138,10503,4
20180628,TX,201807,150138,10503,4
20180628,TX,201807,150138,10503,4
20180628,TX,201807,150138,10504,8
20180628,TX,201807,150138,10505,2
20180628,TX,201807,150138,10505,2
20180628,TX,201807,150139,10505,2
20180628,TX,201807,150139,10503,2
20180628,TX,201807,150140,10504,2
20180628,TX,201807,150140,10505,6
20180628,TX,201807,150140,10504,6
20180628,TX,201807,150140,10505,2
20180628,TX,201807,150142,10504,6
20180628,TX,201807,150142,10505,54
20180628,TX,201807,150142,10504,4
20180628,TX,201807,150142,10504,4
20180628,TX,201807,150142,10504,4
20180628,TX,201807,150142,10504,2
20180628,TX,201807,150142,10504,2
20180628,TX,201807,150142,10505,2
20180628,TX,201807,150143,10506,2
20180628,TX,201807,150143,10506,14
20180628,TX,201807,150143,10506,2
20180628,TX,201807,150144,10506,6
20180628,TX,201807,150144,10507,2
20180628,TX,201807,150145,10506,2
20180628,TX,201807,150145,10506,2
20180628,TX,201807,150145,10506,6
20180628,TX,201807,150145,10506,2
20180628,TX,201807,150146,10506,2
20180628,TX,201807,150148,10505,2
20180628,TX,201807,150148,10506,2
20180628,TX,201807,150149,10506,2
20180628,TX,201807,150151,10505,2
20180628,TX,201807,150151,10505,8
20180628,TX,201807,150151,10505,2
20180628,TX,201807,150151,10506,10
20180628,TX,201807,150151,10505,4
20180628,TX,201807,150152,10506,10
20180628,TX,201807,150152,10505,4
20180628,TX,201807,150152,10506,2
20180628,TX,201807,150153,10506,6
20180628,TX,201807,150153,10506,2
20180628,TX,201807,150153,10507,2
20180628,TX,201807,150157,10506,2
20180628,TX,201807,150158,10508,2
20180628,TX,201807,150158,10507,2
20180628,TX,201807,150158,10507,2
20180628,TX,201807,150159,10506,4
20180628,TX,201807,150159,10507,2
20180628,TX,201807,150159,10506,2
20180628,TX,201807,150200,10507,2
20180628,TX,201807,150200,10507,2
20180628,TX,201807,150201,10507,6
20180628,TX,201807,150201,10507,2
20180628,TX,201807,150201,10507,20
20180628,TX,201807,150201,10507,2
20180628,TX,201807,150201,10506,2
20180628,TX,201807,150201,10506,10
20180628,TX,201807,150201,10506,2
20180628,TX,201807,150201,10506,2
20180628,TX,201807,150203,10507,2
20180628,TX,201807,150203,10507,4
20180628,TX,201807,150204,10507,10
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150204,10506,2
20180628,TX,201807,150205,10505,2
20180628,TX,201807,150205,10506,8
20180628,TX,201807,150205,10507,12
20180628,TX,201807,150205,10506,6
20180628,TX,201807,150205,10506,2
20180628,TX,201807,150205,10505,2
20180628,TX,201807,150206,10505,2
20180628,TX,201807,150206,10505,2
20180628,TX,201807,150206,10505,6
20180628,TX,201807,150206,10505,6
20180628,TX,201807,150206,10505,2
20180628,TX,201807,150206,10505,4
20180628,TX,201807,150206,10505,10
20180628,TX,201807,150206,10505,6
20180628,TX,201807,150206,10505,2
20180628,TX,201807,150206,10506,10
20180628,TX,201807,150207,10505,2
20180628,TX,201807,150208,10505,2
20180628,TX,201807,150209,10505,8
20180628,TX,201807,150209,10505,2
20180628,TX,201807,150211,10504,2
20180628,TX,201807,150211,10505,2
20180628,TX,201807,150213,10505,2
20180628,TX,201807,150215,10505,4
20180628,TX,201807,150216,10505,4
20180628,TX,201807,150216,10505,2
20180628,TX,201807,150216,10505,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,4
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,10
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,10
20180628,TX,201807,150216,10504,2
20180628,TX,201807,150216,10504,6
20180628,TX,201807,150216,10505,2
